comp_id_a,comp_id_b,value,note
34,75,2.5,Исследования + продакшн
34,77,-1.0,Дублирование роли
34,78,-1.0,Дублирование роли
34,79,2.5,AI + ML сильная синергия
34,80,2.5,AI + ML сильная синергия
34,81,2.5,R&D → Engineering
34,82,2.5,R&D → Engineering
34,85,2.5,AI + ML сильная синергия
34,86,2.5,AI + ML сильная синергия
34,87,2.5,AI + ML сильная синергия
34,88,2.5,AI + ML сильная синергия
34,89,3.0,ML pipeline: данные + модели
34,90,2.5,R&D → Engineering
34,91,2.5,R&D → Engineering
34,92,2.5,R&D → Engineering
34,93,2.5,R&D → Engineering
34,94,2.5,R&D → Engineering
34,97,1.5,Масштабируемая ML-система
34,98,1.5,Масштабируемая ML-система
34,101,2.5,R&D → Engineering
34,102,3.0,ML pipeline: данные + модели
34,103,3.0,ML pipeline: данные + модели
34,104,3.0,ML pipeline: данные + модели
34,108,1.5,Масштабируемая ML-система
34,109,1.5,Масштабируемая ML-система
35,36,2.5,AI + ML сильная синергия
35,37,2.5,AI + ML сильная синергия
35,38,3.0,ML pipeline: данные + модели
35,39,3.0,ML pipeline: данные + модели
35,40,1.5,Масштабируемая ML-система
35,41,1.5,Масштабируемая ML-система
35,42,2.5,R&D → Engineering
35,43,2.5,R&D → Engineering
35,44,2.5,R&D → Engineering
35,45,2.5,R&D → Engineering
35,46,1.5,Масштабируемая ML-система
35,47,1.5,Масштабируемая ML-система
35,50,2.5,R&D → Engineering
35,51,2.5,R&D → Engineering
35,52,2.5,R&D → Engineering
35,53,2.5,R&D → Engineering
35,54,2.5,R&D → Engineering
35,61,2.5,R&D → Engineering
35,62,2.5,R&D → Engineering
35,65,-1.0,Дублирование роли
35,66,-1.0,Дублирование роли
35,70,2.5,R&D → Engineering
35,71,2.5,R&D → Engineering
35,72,2.5,Исследования + продакшн
35,73,2.5,Исследования + продакшн
35,74,2.5,Исследования + продакшн
35,75,2.5,Исследования + продакшн
35,77,-1.0,Дублирование роли
35,78,-1.0,Дублирование роли
35,79,2.5,AI + ML сильная синергия
35,80,2.5,AI + ML сильная синергия
35,81,2.5,R&D → Engineering
35,82,2.5,R&D → Engineering
35,85,2.5,AI + ML сильная синергия
35,86,2.5,AI + ML сильная синергия
35,87,2.5,AI + ML сильная синергия
35,88,2.5,AI + ML сильная синергия
35,89,3.0,ML pipeline: данные + модели
35,90,2.5,R&D → Engineering
35,91,2.5,R&D → Engineering
35,92,2.5,R&D → Engineering
35,93,2.5,R&D → Engineering
35,94,2.5,R&D → Engineering
35,97,1.5,Масштабируемая ML-система
35,98,1.5,Масштабируемая ML-система
35,101,2.5,R&D → Engineering
35,102,3.0,ML pipeline: данные + модели
35,103,3.0,ML pipeline: данные + модели
35,104,3.0,ML pipeline: данные + модели
35,108,1.5,Масштабируемая ML-система
35,109,1.5,Масштабируемая ML-система
36,37,-1.0,Дублирование роли
36,42,2.0,AI Research связка
36,43,2.0,AI Research связка
36,44,2.0,AI Research связка
36,45,2.0,AI Research связка
36,50,2.0,AI Research связка
36,51,2.0,AI Research связка
36,52,2.0,AI Research связка
36,53,2.0,AI Research связка
36,54,2.0,AI Research связка
36,57,2.5,AI + ML сильная синергия
36,61,2.0,AI Research связка
36,62,2.0,AI Research связка
36,63,2.5,AI + ML сильная синергия
36,64,2.5,AI + ML сильная синергия
36,65,2.5,AI + ML сильная синергия
36,66,2.5,AI + ML сильная синергия
36,70,2.0,AI Research связка
36,71,2.0,AI Research связка
36,76,2.5,AI + ML сильная синергия
36,77,2.5,AI + ML сильная синергия
36,78,2.5,AI + ML сильная синергия
36,79,-1.0,Дублирование роли
36,80,-1.0,Дублирование роли
36,81,2.0,AI Research связка
36,82,2.0,AI Research связка
36,83,2.5,AI + ML сильная синергия
36,84,2.5,AI + ML сильная синергия
36,85,-1.0,Дублирование роли
36,86,-1.0,Дублирование роли
36,87,-1.0,Дублирование роли
36,88,-1.0,Дублирование роли
36,90,2.0,AI Research связка
36,91,2.0,AI Research связка
36,92,2.0,AI Research связка
36,93,2.0,AI Research связка
36,94,2.0,AI Research связка
36,95,2.5,AI + ML сильная синергия
36,96,2.5,AI + ML сильная синергия
36,99,2.5,AI + ML сильная синергия
36,100,2.5,AI + ML сильная синергия
36,101,2.0,AI Research связка
36,105,2.5,AI + ML сильная синергия
37,42,2.0,AI Research связка
37,43,2.0,AI Research связка
37,44,2.0,AI Research связка
37,45,2.0,AI Research связка
37,50,2.0,AI Research связка
37,51,2.0,AI Research связка
37,52,2.0,AI Research связка
37,53,2.0,AI Research связка
37,54,2.0,AI Research связка
37,57,2.5,AI + ML сильная синергия
37,61,2.0,AI Research связка
37,62,2.0,AI Research связка
37,63,2.5,AI + ML сильная синергия
37,64,2.5,AI + ML сильная синергия
37,65,2.5,AI + ML сильная синергия
37,66,2.5,AI + ML сильная синергия
37,70,2.0,AI Research связка
37,71,2.0,AI Research связка
37,76,2.5,AI + ML сильная синергия
37,77,2.5,AI + ML сильная синергия
37,78,2.5,AI + ML сильная синергия
37,79,-1.0,Дублирование роли
37,80,-1.0,Дублирование роли
37,81,2.0,AI Research связка
37,82,2.0,AI Research связка
37,83,2.5,AI + ML сильная синергия
37,84,2.5,AI + ML сильная синергия
37,85,-1.0,Дублирование роли
37,86,-1.0,Дублирование роли
37,87,-1.0,Дублирование роли
37,88,-1.0,Дублирование роли
37,90,2.0,AI Research связка
37,91,2.0,AI Research связка
37,92,2.0,AI Research связка
37,93,2.0,AI Research связка
37,94,2.0,AI Research связка
37,95,2.5,AI + ML сильная синергия
37,96,2.5,AI + ML сильная синергия
37,99,2.5,AI + ML сильная синергия
37,100,2.5,AI + ML сильная синергия
37,101,2.0,AI Research связка
37,105,2.5,AI + ML сильная синергия
38,39,-1.0,Дублирование роли
38,40,2.5,Data pipeline + архитектура
38,41,2.5,Data pipeline + архитектура
38,46,2.5,Data pipeline + архитектура
38,47,2.5,Data pipeline + архитектура
38,57,3.0,ML pipeline: данные + модели
38,63,3.0,ML pipeline: данные + модели
38,64,3.0,ML pipeline: данные + модели
38,65,3.0,ML pipeline: данные + модели
38,66,3.0,ML pipeline: данные + модели
38,76,3.0,ML pipeline: данные + модели
38,77,3.0,ML pipeline: данные + модели
38,78,3.0,ML pipeline: данные + модели
38,83,3.0,ML pipeline: данные + модели
38,84,3.0,ML pipeline: данные + модели
38,89,-1.0,Дублирование роли
38,95,3.0,ML pipeline: данные + модели
38,96,3.0,ML pipeline: данные + модели
38,97,2.5,Data pipeline + архитектура
38,98,2.5,Data pipeline + архитектура
38,99,3.0,ML pipeline: данные + модели
38,100,3.0,ML pipeline: данные + модели
38,102,-1.0,Дублирование роли
38,103,-1.0,Дублирование роли
38,104,-1.0,Дублирование роли
38,105,3.0,ML pipeline: данные + модели
38,108,2.5,Data pipeline + архитектура
38,109,2.5,Data pipeline + архитектура
39,40,2.5,Data pipeline + архитектура
39,41,2.5,Data pipeline + архитектура
39,46,2.5,Data pipeline + архитектура
39,47,2.5,Data pipeline + архитектура
39,57,3.0,ML pipeline: данные + модели
39,63,3.0,ML pipeline: данные + модели
39,64,3.0,ML pipeline: данные + модели
39,65,3.0,ML pipeline: данные + модели
39,66,3.0,ML pipeline: данные + модели
39,76,3.0,ML pipeline: данные + модели
39,77,3.0,ML pipeline: данные + модели
39,78,3.0,ML pipeline: данные + модели
39,83,3.0,ML pipeline: данные + модели
39,84,3.0,ML pipeline: данные + модели
39,89,-1.0,Дублирование роли
39,95,3.0,ML pipeline: данные + модели
39,96,3.0,ML pipeline: данные + модели
39,97,2.5,Data pipeline + архитектура
39,98,2.5,Data pipeline + архитектура
39,99,3.0,ML pipeline: данные + модели
39,100,3.0,ML pipeline: данные + модели
39,102,-1.0,Дублирование роли
39,103,-1.0,Дублирование роли
39,104,-1.0,Дублирование роли
39,105,3.0,ML pipeline: данные + модели
39,108,2.5,Data pipeline + архитектура
39,109,2.5,Data pipeline + архитектура
40,41,-1.0,Дублирование роли
40,46,-1.0,Дублирование роли
40,47,-1.0,Дублирование роли
40,57,1.5,Масштабируемая ML-система
40,63,1.5,Масштабируемая ML-система
40,64,1.5,Масштабируемая ML-система
40,65,1.5,Масштабируемая ML-система
40,66,1.5,Масштабируемая ML-система
40,72,1.5,Data-driven архитектура
40,73,1.5,Data-driven архитектура
40,74,1.5,Data-driven архитектура
40,75,1.5,Data-driven архитектура
40,76,1.5,Масштабируемая ML-система
40,77,1.5,Масштабируемая ML-система
40,78,1.5,Масштабируемая ML-система
40,83,1.5,Масштабируемая ML-система
40,84,1.5,Масштабируемая ML-система
40,89,2.5,Data pipeline + архитектура
40,95,1.5,Масштабируемая ML-система
40,96,1.5,Масштабируемая ML-система
40,97,-1.0,Дублирование роли
40,98,-1.0,Дублирование роли
40,99,1.5,Масштабируемая ML-система
40,100,1.5,Масштабируемая ML-система
40,102,2.5,Data pipeline + архитектура
40,103,2.5,Data pipeline + архитектура
40,104,2.5,Data pipeline + архитектура
40,105,1.5,Масштабируемая ML-система
40,108,-1.0,Дублирование роли
40,109,-1.0,Дублирование роли
41,46,-1.0,Дублирование роли
41,47,-1.0,Дублирование роли
41,57,1.5,Масштабируемая ML-система
41,63,1.5,Масштабируемая ML-система
41,64,1.5,Масштабируемая ML-система
41,65,1.5,Масштабируемая ML-система
41,66,1.5,Масштабируемая ML-система
41,72,1.5,Data-driven архитектура
41,73,1.5,Data-driven архитектура
41,74,1.5,Data-driven архитектура
41,75,1.5,Data-driven архитектура
41,76,1.5,Масштабируемая ML-система
41,77,1.5,Масштабируемая ML-система
41,78,1.5,Масштабируемая ML-система
41,83,1.5,Масштабируемая ML-система
41,84,1.5,Масштабируемая ML-система
41,89,2.5,Data pipeline + архитектура
41,95,1.5,Масштабируемая ML-система
41,96,1.5,Масштабируемая ML-система
41,97,-1.0,Дублирование роли
41,98,-1.0,Дублирование роли
41,99,1.5,Масштабируемая ML-система
41,100,1.5,Масштабируемая ML-система
41,102,2.5,Data pipeline + архитектура
41,103,2.5,Data pipeline + архитектура
41,104,2.5,Data pipeline + архитектура
41,105,1.5,Масштабируемая ML-система
41,108,-1.0,Дублирование роли
41,109,-1.0,Дублирование роли
42,43,-1.0,Дублирование роли
42,44,-1.0,Дублирование роли
42,45,-1.0,Дублирование роли
42,50,-1.0,Дублирование роли
42,51,-1.0,Дублирование роли
42,52,-1.0,Дублирование роли
42,57,2.5,R&D → Engineering
42,63,2.5,R&D → Engineering
42,64,2.5,R&D → Engineering
42,65,2.5,R&D → Engineering
42,66,2.5,R&D → Engineering
42,72,1.5,Исследования + практика
42,73,1.5,Исследования + практика
42,74,1.5,Исследования + практика
42,75,1.5,Исследования + практика
42,76,2.5,R&D → Engineering
42,77,2.5,R&D → Engineering
42,78,2.5,R&D → Engineering
42,79,2.0,AI Research связка
42,80,2.0,AI Research связка
42,81,-1.0,Дублирование роли
42,82,-1.0,Дублирование роли
42,83,2.5,R&D → Engineering
42,84,2.5,R&D → Engineering
42,85,2.0,AI Research связка
42,86,2.0,AI Research связка
42,87,2.0,AI Research связка
42,88,2.0,AI Research связка
42,90,-1.0,Дублирование роли
42,91,-1.0,Дублирование роли
42,95,2.5,R&D → Engineering
42,96,2.5,R&D → Engineering
42,99,2.5,R&D → Engineering
42,100,2.5,R&D → Engineering
42,105,2.5,R&D → Engineering
43,44,-1.0,Дублирование роли
43,45,-1.0,Дублирование роли
43,50,-1.0,Дублирование роли
43,51,-1.0,Дублирование роли
43,52,-1.0,Дублирование роли
43,57,2.5,R&D → Engineering
43,63,2.5,R&D → Engineering
43,64,2.5,R&D → Engineering
43,65,2.5,R&D → Engineering
43,66,2.5,R&D → Engineering
43,72,1.5,Исследования + практика
43,73,1.5,Исследования + практика
43,74,1.5,Исследования + практика
43,75,1.5,Исследования + практика
43,76,2.5,R&D → Engineering
43,77,2.5,R&D → Engineering
43,78,2.5,R&D → Engineering
43,79,2.0,AI Research связка
43,80,2.0,AI Research связка
43,81,-1.0,Дублирование роли
43,82,-1.0,Дублирование роли
43,83,2.5,R&D → Engineering
43,84,2.5,R&D → Engineering
43,85,2.0,AI Research связка
43,86,2.0,AI Research связка
43,87,2.0,AI Research связка
43,88,2.0,AI Research связка
43,90,-1.0,Дублирование роли
43,91,-1.0,Дублирование роли
43,95,2.5,R&D → Engineering
43,96,2.5,R&D → Engineering
43,99,2.5,R&D → Engineering
43,100,2.5,R&D → Engineering
43,105,2.5,R&D → Engineering
44,45,-1.0,Дублирование роли
44,50,-1.0,Дублирование роли
44,51,-1.0,Дублирование роли
44,52,-1.0,Дублирование роли
44,57,2.5,R&D → Engineering
44,63,2.5,R&D → Engineering
44,64,2.5,R&D → Engineering
44,65,2.5,R&D → Engineering
44,66,2.5,R&D → Engineering
44,72,1.5,Исследования + практика
44,73,1.5,Исследования + практика
44,74,1.5,Исследования + практика
44,75,1.5,Исследования + практика
44,76,2.5,R&D → Engineering
44,77,2.5,R&D → Engineering
44,78,2.5,R&D → Engineering
44,79,2.0,AI Research связка
44,80,2.0,AI Research связка
44,81,-1.0,Дублирование роли
44,82,-1.0,Дублирование роли
44,83,2.5,R&D → Engineering
44,84,2.5,R&D → Engineering
44,85,2.0,AI Research связка
44,86,2.0,AI Research связка
44,87,2.0,AI Research связка
44,88,2.0,AI Research связка
44,90,-1.0,Дублирование роли
44,91,-1.0,Дублирование роли
44,95,2.5,R&D → Engineering
44,96,2.5,R&D → Engineering
44,99,2.5,R&D → Engineering
44,100,2.5,R&D → Engineering
44,105,2.5,R&D → Engineering
45,50,-1.0,Дублирование роли
45,51,-1.0,Дублирование роли
45,52,-1.0,Дублирование роли
45,57,2.5,R&D → Engineering
45,63,2.5,R&D → Engineering
45,64,2.5,R&D → Engineering
45,65,2.5,R&D → Engineering
45,66,2.5,R&D → Engineering
45,72,1.5,Исследования + практика
45,73,1.5,Исследования + практика
45,74,1.5,Исследования + практика
45,75,1.5,Исследования + практика
45,76,2.5,R&D → Engineering
45,77,2.5,R&D → Engineering
45,78,2.5,R&D → Engineering
45,79,2.0,AI Research связка
45,80,2.0,AI Research связка
45,81,-1.0,Дублирование роли
45,82,-1.0,Дублирование роли
45,83,2.5,R&D → Engineering
45,84,2.5,R&D → Engineering
45,85,2.0,AI Research связка
45,86,2.0,AI Research связка
45,87,2.0,AI Research связка
45,88,2.0,AI Research связка
45,90,-1.0,Дублирование роли
45,91,-1.0,Дублирование роли
45,95,2.5,R&D → Engineering
45,96,2.5,R&D → Engineering
45,99,2.5,R&D → Engineering
45,100,2.5,R&D → Engineering
45,105,2.5,R&D → Engineering
46,47,-1.0,Дублирование роли
46,57,1.5,Масштабируемая ML-система
46,63,1.5,Масштабируемая ML-система
46,64,1.5,Масштабируемая ML-система
46,65,1.5,Масштабируемая ML-система
46,66,1.5,Масштабируемая ML-система
46,72,1.5,Data-driven архитектура
46,73,1.5,Data-driven архитектура
46,74,1.5,Data-driven архитектура
46,75,1.5,Data-driven архитектура
46,76,1.5,Масштабируемая ML-система
46,77,1.5,Масштабируемая ML-система
46,78,1.5,Масштабируемая ML-система
46,83,1.5,Масштабируемая ML-система
46,84,1.5,Масштабируемая ML-система
46,89,2.5,Data pipeline + архитектура
46,95,1.5,Масштабируемая ML-система
46,96,1.5,Масштабируемая ML-система
46,97,-1.0,Дублирование роли
46,98,-1.0,Дублирование роли
46,99,1.5,Масштабируемая ML-система
46,100,1.5,Масштабируемая ML-система
46,102,2.5,Data pipeline + архитектура
46,103,2.5,Data pipeline + архитектура
46,104,2.5,Data pipeline + архитектура
46,105,1.5,Масштабируемая ML-система
46,108,-1.0,Дублирование роли
46,109,-1.0,Дублирование роли
47,57,1.5,Масштабируемая ML-система
47,63,1.5,Масштабируемая ML-система
47,64,1.5,Масштабируемая ML-система
47,65,1.5,Масштабируемая ML-система
47,66,1.5,Масштабируемая ML-система
47,72,1.5,Data-driven архитектура
47,73,1.5,Data-driven архитектура
47,74,1.5,Data-driven архитектура
47,75,1.5,Data-driven архитектура
47,76,1.5,Масштабируемая ML-система
47,77,1.5,Масштабируемая ML-система
47,78,1.5,Масштабируемая ML-система
47,83,1.5,Масштабируемая ML-система
47,84,1.5,Масштабируемая ML-система
47,89,2.5,Data pipeline + архитектура
47,95,1.5,Масштабируемая ML-система
47,96,1.5,Масштабируемая ML-система
47,97,-1.0,Дублирование роли
47,98,-1.0,Дублирование роли
47,99,1.5,Масштабируемая ML-система
47,100,1.5,Масштабируемая ML-система
47,102,2.5,Data pipeline + архитектура
47,103,2.5,Data pipeline + архитектура
47,104,2.5,Data pipeline + архитектура
47,105,1.5,Масштабируемая ML-система
47,108,-1.0,Дублирование роли
47,109,-1.0,Дублирование роли
48,49,-1.0,Дублирование роли
48,60,-1.0,Дублирование роли
48,69,-1.0,Дублирование роли
48,72,2.0,Аналитика + моделирование
48,73,2.0,Аналитика + моделирование
48,74,2.0,Аналитика + моделирование
48,75,2.0,Аналитика + моделирование
49,60,-1.0,Дублирование роли
49,69,-1.0,Дублирование роли
49,72,2.0,Аналитика + моделирование
49,73,2.0,Аналитика + моделирование
49,74,2.0,Аналитика + моделирование
49,75,2.0,Аналитика + моделирование
50,51,-1.0,Дублирование роли
50,52,-1.0,Дублирование роли
50,57,2.5,R&D → Engineering
50,63,2.5,R&D → Engineering
50,64,2.5,R&D → Engineering
50,65,2.5,R&D → Engineering
50,66,2.5,R&D → Engineering
50,72,1.5,Исследования + практика
50,73,1.5,Исследования + практика
50,74,1.5,Исследования + практика
50,75,1.5,Исследования + практика
50,76,2.5,R&D → Engineering
50,77,2.5,R&D → Engineering
50,78,2.5,R&D → Engineering
50,79,2.0,AI Research связка
50,80,2.0,AI Research связка
50,81,-1.0,Дублирование роли
50,82,-1.0,Дублирование роли
50,83,2.5,R&D → Engineering
50,84,2.5,R&D → Engineering
50,85,2.0,AI Research связка
50,86,2.0,AI Research связка
50,87,2.0,AI Research связка
50,88,2.0,AI Research связка
50,90,-1.0,Дублирование роли
50,91,-1.0,Дублирование роли
50,95,2.5,R&D → Engineering
50,96,2.5,R&D → Engineering
50,99,2.5,R&D → Engineering
50,100,2.5,R&D → Engineering
50,105,2.5,R&D → Engineering
51,52,-1.0,Дублирование роли
51,57,2.5,R&D → Engineering
51,63,2.5,R&D → Engineering
51,64,2.5,R&D → Engineering
51,65,2.5,R&D → Engineering
51,66,2.5,R&D → Engineering
51,72,1.5,Исследования + практика
51,73,1.5,Исследования + практика
51,74,1.5,Исследования + практика
51,75,1.5,Исследования + практика
51,76,2.5,R&D → Engineering
51,77,2.5,R&D → Engineering
51,78,2.5,R&D → Engineering
51,79,2.0,AI Research связка
51,80,2.0,AI Research связка
51,81,-1.0,Дублирование роли
51,82,-1.0,Дублирование роли
51,83,2.5,R&D → Engineering
51,84,2.5,R&D → Engineering
51,85,2.0,AI Research связка
51,86,2.0,AI Research связка
51,87,2.0,AI Research связка
51,88,2.0,AI Research связка
51,90,-1.0,Дублирование роли
51,91,-1.0,Дублирование роли
51,95,2.5,R&D → Engineering
51,96,2.5,R&D → Engineering
51,99,2.5,R&D → Engineering
51,100,2.5,R&D → Engineering
51,105,2.5,R&D → Engineering
52,57,2.5,R&D → Engineering
52,63,2.5,R&D → Engineering
52,64,2.5,R&D → Engineering
52,65,2.5,R&D → Engineering
52,66,2.5,R&D → Engineering
52,72,1.5,Исследования + практика
52,73,1.5,Исследования + практика
52,74,1.5,Исследования + практика
52,75,1.5,Исследования + практика
52,76,2.5,R&D → Engineering
52,77,2.5,R&D → Engineering
52,78,2.5,R&D → Engineering
52,79,2.0,AI Research связка
52,80,2.0,AI Research связка
52,81,-1.0,Дублирование роли
52,82,-1.0,Дублирование роли
52,83,2.5,R&D → Engineering
52,84,2.5,R&D → Engineering
52,85,2.0,AI Research связка
52,86,2.0,AI Research связка
52,87,2.0,AI Research связка
52,88,2.0,AI Research связка
52,90,-1.0,Дублирование роли
52,91,-1.0,Дублирование роли
52,95,2.5,R&D → Engineering
52,96,2.5,R&D → Engineering
52,99,2.5,R&D → Engineering
52,100,2.5,R&D → Engineering
52,105,2.5,R&D → Engineering
53,54,-1.0,Дублирование роли
53,57,2.5,R&D → Engineering
53,61,-1.0,Дублирование роли
53,62,-1.0,Дублирование роли
53,63,2.5,R&D → Engineering
53,64,2.5,R&D → Engineering
53,65,2.5,R&D → Engineering
53,66,2.5,R&D → Engineering
53,70,-1.0,Дублирование роли
53,71,-1.0,Дублирование роли
53,72,1.5,Исследования + практика
53,73,1.5,Исследования + практика
53,74,1.5,Исследования + практика
53,75,1.5,Исследования + практика
53,76,2.5,R&D → Engineering
53,77,2.5,R&D → Engineering
53,78,2.5,R&D → Engineering
53,79,2.0,AI Research связка
53,80,2.0,AI Research связка
53,83,2.5,R&D → Engineering
53,84,2.5,R&D → Engineering
53,85,2.0,AI Research связка
53,86,2.0,AI Research связка
53,87,2.0,AI Research связка
53,88,2.0,AI Research связка
53,92,-1.0,Дублирование роли
53,93,-1.0,Дублирование роли
53,94,-1.0,Дублирование роли
53,95,2.5,R&D → Engineering
53,96,2.5,R&D → Engineering
53,99,2.5,R&D → Engineering
53,100,2.5,R&D → Engineering
53,101,-1.0,Дублирование роли
53,105,2.5,R&D → Engineering
54,57,2.5,R&D → Engineering
54,61,-1.0,Дублирование роли
54,62,-1.0,Дублирование роли
54,63,2.5,R&D → Engineering
54,64,2.5,R&D → Engineering
54,65,2.5,R&D → Engineering
54,66,2.5,R&D → Engineering
54,70,-1.0,Дублирование роли
54,71,-1.0,Дублирование роли
54,72,1.5,Исследования + практика
54,73,1.5,Исследования + практика
54,74,1.5,Исследования + практика
54,75,1.5,Исследования + практика
54,76,2.5,R&D → Engineering
54,77,2.5,R&D → Engineering
54,78,2.5,R&D → Engineering
54,79,2.0,AI Research связка
54,80,2.0,AI Research связка
54,83,2.5,R&D → Engineering
54,84,2.5,R&D → Engineering
54,85,2.0,AI Research связка
54,86,2.0,AI Research связка
54,87,2.0,AI Research связка
54,88,2.0,AI Research связка
54,92,-1.0,Дублирование роли
54,93,-1.0,Дублирование роли
54,94,-1.0,Дублирование роли
54,95,2.5,R&D → Engineering
54,96,2.5,R&D → Engineering
54,99,2.5,R&D → Engineering
54,100,2.5,R&D → Engineering
54,101,-1.0,Дублирование роли
54,105,2.5,R&D → Engineering
55,56,-1.0,Дублирование роли
55,58,-1.0,Дублирование роли
55,59,-1.0,Дублирование роли
55,67,-1.0,Дублирование роли
55,68,-1.0,Дублирование роли
55,72,2.0,Аналитика + моделирование
55,73,2.0,Аналитика + моделирование
55,74,2.0,Аналитика + моделирование
55,75,2.0,Аналитика + моделирование
55,106,-1.0,Дублирование роли
55,107,-1.0,Дублирование роли
55,110,-1.0,Дублирование роли
55,111,-1.0,Дублирование роли
56,58,-1.0,Дублирование роли
56,59,-1.0,Дублирование роли
56,67,-1.0,Дублирование роли
56,68,-1.0,Дублирование роли
56,72,2.0,Аналитика + моделирование
56,73,2.0,Аналитика + моделирование
56,74,2.0,Аналитика + моделирование
56,75,2.0,Аналитика + моделирование
56,106,-1.0,Дублирование роли
56,107,-1.0,Дублирование роли
56,110,-1.0,Дублирование роли
56,111,-1.0,Дублирование роли
57,61,2.5,R&D → Engineering
57,62,2.5,R&D → Engineering
57,63,-1.0,Дублирование роли
57,64,-1.0,Дублирование роли
57,70,2.5,R&D → Engineering
57,71,2.5,R&D → Engineering
57,72,2.5,Исследования + продакшн
57,73,2.5,Исследования + продакшн
57,74,2.5,Исследования + продакшн
57,75,2.5,Исследования + продакшн
57,76,-1.0,Дублирование роли
57,79,2.5,AI + ML сильная синергия
57,80,2.5,AI + ML сильная синергия
57,81,2.5,R&D → Engineering
57,82,2.5,R&D → Engineering
57,83,-1.0,Дублирование роли
57,84,-1.0,Дублирование роли
57,85,2.5,AI + ML сильная синергия
57,86,2.5,AI + ML сильная синергия
57,87,2.5,AI + ML сильная синергия
57,88,2.5,AI + ML сильная синергия
57,89,3.0,ML pipeline: данные + модели
57,90,2.5,R&D → Engineering
57,91,2.5,R&D → Engineering
57,92,2.5,R&D → Engineering
57,93,2.5,R&D → Engineering
57,94,2.5,R&D → Engineering
57,95,-1.0,Дублирование роли
57,96,-1.0,Дублирование роли
57,97,1.5,Масштабируемая ML-система
57,98,1.5,Масштабируемая ML-система
57,99,-1.0,Дублирование роли
57,100,-1.0,Дублирование роли
57,101,2.5,R&D → Engineering
57,102,3.0,ML pipeline: данные + модели
57,103,3.0,ML pipeline: данные + модели
57,104,3.0,ML pipeline: данные + модели
57,105,-1.0,Дублирование роли
57,108,1.5,Масштабируемая ML-система
57,109,1.5,Масштабируемая ML-система
58,59,-1.0,Дублирование роли
58,67,-1.0,Дублирование роли
58,68,-1.0,Дублирование роли
58,72,2.0,Аналитика + моделирование
58,73,2.0,Аналитика + моделирование
58,74,2.0,Аналитика + моделирование
58,75,2.0,Аналитика + моделирование
58,106,-1.0,Дублирование роли
58,107,-1.0,Дублирование роли
58,110,-1.0,Дублирование роли
58,111,-1.0,Дублирование роли
59,67,-1.0,Дублирование роли
59,68,-1.0,Дублирование роли
59,72,2.0,Аналитика + моделирование
59,73,2.0,Аналитика + моделирование
59,74,2.0,Аналитика + моделирование
59,75,2.0,Аналитика + моделирование
59,106,-1.0,Дублирование роли
59,107,-1.0,Дублирование роли
59,110,-1.0,Дублирование роли
59,111,-1.0,Дублирование роли
60,69,-1.0,Дублирование роли
60,72,2.0,Аналитика + моделирование
60,73,2.0,Аналитика + моделирование
60,74,2.0,Аналитика + моделирование
60,75,2.0,Аналитика + моделирование
61,62,-1.0,Дублирование роли
61,63,2.5,R&D → Engineering
61,64,2.5,R&D → Engineering
61,65,2.5,R&D → Engineering
61,66,2.5,R&D → Engineering
61,70,-1.0,Дублирование роли
61,71,-1.0,Дублирование роли
61,72,1.5,Исследования + практика
61,73,1.5,Исследования + практика
61,74,1.5,Исследования + практика
61,75,1.5,Исследования + практика
61,76,2.5,R&D → Engineering
61,77,2.5,R&D → Engineering
61,78,2.5,R&D → Engineering
61,79,2.0,AI Research связка
61,80,2.0,AI Research связка
61,83,2.5,R&D → Engineering
61,84,2.5,R&D → Engineering
61,85,2.0,AI Research связка
61,86,2.0,AI Research связка
61,87,2.0,AI Research связка
61,88,2.0,AI Research связка
61,92,-1.0,Дублирование роли
61,93,-1.0,Дублирование роли
61,94,-1.0,Дублирование роли
61,95,2.5,R&D → Engineering
61,96,2.5,R&D → Engineering
61,99,2.5,R&D → Engineering
61,100,2.5,R&D → Engineering
61,101,-1.0,Дублирование роли
61,105,2.5,R&D → Engineering
62,63,2.5,R&D → Engineering
62,64,2.5,R&D → Engineering
62,65,2.5,R&D → Engineering
62,66,2.5,R&D → Engineering
62,70,-1.0,Дублирование роли
62,71,-1.0,Дублирование роли
62,72,1.5,Исследования + практика
62,73,1.5,Исследования + практика
62,74,1.5,Исследования + практика
62,75,1.5,Исследования + практика
62,76,2.5,R&D → Engineering
62,77,2.5,R&D → Engineering
62,78,2.5,R&D → Engineering
62,79,2.0,AI Research связка
62,80,2.0,AI Research связка
62,83,2.5,R&D → Engineering
62,84,2.5,R&D → Engineering
62,85,2.0,AI Research связка
62,86,2.0,AI Research связка
62,87,2.0,AI Research связка
62,88,2.0,AI Research связка
62,92,-1.0,Дублирование роли
62,93,-1.0,Дублирование роли
62,94,-1.0,Дублирование роли
62,95,2.5,R&D → Engineering
62,96,2.5,R&D → Engineering
62,99,2.5,R&D → Engineering
62,100,2.5,R&D → Engineering
62,101,-1.0,Дублирование роли
62,105,2.5,R&D → Engineering
63,64,-1.0,Дублирование роли
63,70,2.5,R&D → Engineering
63,71,2.5,R&D → Engineering
63,72,2.5,Исследования + продакшн
63,73,2.5,Исследования + продакшн
63,74,2.5,Исследования + продакшн
63,75,2.5,Исследования + продакшн
63,76,-1.0,Дублирование роли
